states: t,states: v,states: x
15.0,-8.130043,142.96407
16.0,-8.619942,138.89905
17.0,-9.108805,134.58908
18.0,-9.598282,130.03468
19.0,-10.088855,125.23554
20.0,-10.578818,120.19112
21.0,-11.068737,114.90171
22.0,-11.558389,109.36734
23.0,-12.046594,103.58814
24.0,-12.448163,97.56484
25.0,-12.145998,91.34076
26.0,-11.741667,85.26776
27.0,-11.271855,79.39693
28.0,-10.7998495,73.761
29.0,-10.323973,68.36108
30.0,-9.846271,63.19909
31.0,-9.368533,58.275955
32.0,-8.889262,53.59169
33.0,-8.412957,49.14706
34.0,-7.9325438,44.940582
35.0,-7.4522195,40.97431
36.0,-6.9690742,37.248203
37.0,-6.4870725,33.763664
38.0,-6.004288,30.520128
39.0,-5.5240374,27.517984
40.0,-5.041576,24.755966
41.0,-4.560736,22.235178
42.0,-4.077422,19.95481
43.0,-3.5937197,17.916098
44.0,-3.109992,16.119238
45.0,-2.6318035,14.564241
46.0,-2.1494813,13.24834
47.0,-1.668953,12.173599
48.0,-1.1930083,11.339123
49.0,-0.71776646,10.742619
50.0,-0.24512541,10.383736
51.0,0.22065896,10.261173
52.0,0.6681795,10.371503
53.0,1.0789024,10.705593
54.0,1.4445028,11.245045
55.0,1.7841563,11.967297
56.0,2.0612679,12.859375
57.0,2.2305315,13.890009
58.0,2.3513272,15.005275
59.0,2.316338,16.180939
60.0,2.1087542,17.339108
61.0,1.8309762,18.393484
62.0,1.571254,19.308971
63.0,1.2756748,20.094599
64.0,1.0140706,20.732437
65.0,0.7558971,21.239473
66.0,0.48183584,21.617422
67.0,0.26615512,21.85834
68.0,0.03144613,21.991417
69.0,-0.15790999,22.00714
70.0,-0.28812975,21.928185
71.0,-0.43431196,21.78412
72.0,-0.50190055,21.566965
73.0,-0.57851285,21.316015
74.0,-0.60322714,21.026758
75.0,-0.58274925,20.725145
76.0,-0.52668554,20.433771
77.0,-0.48389214,20.17043
78.0,-0.41638684,19.928484
79.0,-0.34572935,19.720291
80.0,-0.22741061,19.547426
81.0,-0.11496019,19.433722
82.0,0.022202075,19.376242
83.0,0.09336567,19.387342
84.0,0.17472464,19.434025
85.0,0.2636974,19.521387
86.0,0.33310628,19.653236
87.0,0.34124202,19.81979
88.0,0.3149114,19.990412
89.0,0.28947487,20.147867
90.0,0.22418788,20.292604
91.0,0.14402822,20.4047
92.0,0.08352581,20.476713
93.0,0.00090426207,20.518476
94.0,-0.07735509,20.518929
95.0,-0.1283707,20.480251
96.0,-0.19570667,20.416065
97.0,-0.22522286,20.318213
98.0,-0.24463919,20.2056
99.0,-0.24463919,20.08328
100.0,-0.24463919,19.96096
1.0,-0.7410446,31.779224
2.0,-1.2315944,31.408703
3.0,-1.7229931,30.792906
4.0,-2.2147067,29.93141
5.0,-2.7054908,28.824057
6.0,-3.197098,27.471312
7.0,-3.686357,25.872763
8.0,-4.1780214,24.029585
9.0,-4.6690574,21.940575
10.0,-5.159701,19.606047
11.0,-5.6503515,17.026196
12.0,-6.1393948,14.201019
13.0,-6.6303234,11.131322
14.0,-7.1207623,7.81616
15.0,-7.6106796,4.2557793
16.0,-8.097801,0.45043945
17.0,-8.583217,-3.5984612
18.0,-9.065854,-7.8900695
19.0,-9.537608,-12.4229965
